ReviewID;ReviewTitle;ReviewContent;UserID;ProductID
RC89B5IAJUTR5;Good; i tested it in various charger adapters 33w and 18w it supports fast charging as well.;AFSTSLQUV4EVEXWKBOLEFHL2H5YQ;B08HDJ86NZ
R3B3DDON5FH8DS;Fine product but could be better;Good;AGAKDNBHY2FKX7I4ACRGILU7QL7A;B08HDJ86NZ
R13WAEJDI5RS36;Very nice it's charging like jet;Ok;AFNWJUWJRHCC6HN52KMG5AKZY37Q;B08HDJ86NZ
R1BP4L2HH9TFUP;As good as original;Bought this instead of original apple;AE3Q6KSUK5P75D5HFYHCRAOLODSA;B08CF3B7N1
R16PVJEXKV6QZS;Decent; does the work for 150rs;AFUGIFH5ZAFXRDSZHM4QB2KPKFUQ;B08CF3B7N1
R2UPDB81N66T4P;Good one for secondary use; not as fast as apple charger but its a good option if you want cheap and good product;AFK4NJOLFSJGWLOJIUIAROJF6YVA;B08CF3B7N1
R3KK4GT934ST3I;Best quality; bought it for iPad pro 10.5 and it's working flawlessly;AFUOTYRFUXVPEBGIXVZZ7DR3CZUA;B08CF3B7N1
RCFHMWUSBIJO;GOOD; build quality is ok;AFDLRSXKDZ6U3U3KD46SQLFGZQRA;B08CF3B7N1
RDO7DACXMAJ84;Amazing product at a mind blowing price!; its not like i am gonna hang my clothes on it and i want a very strong cable;AH5VLM66SIK7J3IRG4NY7XVOQ55A;B08CF3B7N1
R3A6MEZL3LY66Z;Nice Quality; even a braided cable stop working after a year;AE3MQNNHHLUHXURL5S7IAR7JTGNQ;B08CF3B7N1
R1ESIEKPGAYA29;Good product; i have used both Anker and Apple store strong braided cable they all stop working after a year so please don't buy high end cables just for that instead choose a this one and even if it's stops working withing a year you only loose 150rs compares to 2000rs.UPDATE------------------------------------pin has stopped charging from one side;AFSEOFZY67MYC7UAJU264Z5NFTLA;B08CF3B7N1
R7S8ANNSDPR40;It's pretty good;It's a good product.;AEQ2YMXSZWEOHK2EHTNLOS56YTZQ;B08Y1TFSP6
R3CLZFLHVJU26P;Average quality;Like;AGRVINWECNY7323CWFXZYYIZOFTQ;B08Y1TFSP6
RFF7U7MPQFUGR;very good and useful usb cable;Very good item strong and useful USB cableValue for moneyThanks to amazon and producer;AHBAT6VLOXWGYDL57KHCNCLPXAKA;B08Y1TFSP6
R1MV1NKC23DWPI;Good USB cable. My experience was very good it is long lasting;https://m.media-amazon.com/images/I/51112ZRE-1L._SY88.jpg;AF7NDY2H6JVYTSQOZP76GCATQ34Q;B08Y1TFSP6
R11D3U0V2XKDKF;Good;Good;AFV7ZA733ZLME4KNLZPMPCBUNPPA;B08Y1TFSP6
R18MP1KLUE18PC;Nice product and useful;Nice product and useful product;AHFAAPSY2MJ5HYOU2VQDJ7AQY4NQ;B08Y1TFSP6
RWGJNVEH5ZQME;-;-;AH2WGV2PEBUTICRPBEEVKF24G5LA;B08Y1TFSP6
R1XN72FU6Q37IH;Sturdy but does not support 33w charging;Sturdy but does not support 33w charging;AEP4MK3EKOBDKTGPJTRN5RBDIODA;B08Y1TFSP6
R8E73K2KWJRDS;Long durable.;Build quality is good and it is comes with 2 year warranty.;AG7C6DAADCTRQJG2BRS3RIKDT52Q;B08WRWPM22
RSD0JTIIWQQL8;good;Good Product;AFU7BOMPVJ7Q3TTA4G67RASTGYIQ;B08WRWPM22
R64CRSTE9SLW1;Does not charge Lenovo m8 tab;Bought it for charging my mobile & tab but it doesn't work for Lenovo m8 tab;AER5ZGIXXVYG3AWZTRZT7M2BYCEA;B08WRWPM22
R2FRTNIIUFJE1F;Best charging cable;Guys this cable is is best compare of everyone over heat protection;AHE76XQSOLGOP5ZEKTIW6KUPDWBQ;B08WRWPM22
RWGNX3W7UOJ7W;good; quickly charging;AGXTMB2XHZBEWZ2UIX7ODZ4XTU6Q;B08WRWPM22
R32TYHHODHTF5D;Boat; but chance to shock circuit;AHNM2XVU745EDPNGUOAG74PTSNRA;B08WRWPM22
RQL9ZMQUTY7P2;Product was good;good;AH5RWQ4S72IVLZD6O75OPCFIVDXQ;B08WRWPM22
R280XJ5VZUBOXV;1.5 m         ;Nice;AG322TYKVPLPBDXE7ABEUK5QTALQ;B08WRWPM22
R2X090D1YHACKR;Worth for money - suitable for Android auto;Worth for money - suitable for Android auto... my purpose served in car....got it for Rs.150;AHW6E5LQ2BDYOIVLAJGDH45J5V5Q;B08DDRGWTJ
R32ZCIH9AFNJ60;Good Product;Everything is Okay. But packaging is not good feeling like seller gave is used cable.;AF74RSGCHPZITVFSZN76K6GKPICA;B08DDRGWTJ
R3N57EVVG0EHAF;Length;Good product;AHDD7ZNB47QA2JLYU53HD4ML3VNQ;B08DDRGWTJ
R3QWLE8JHROKC1;Nice;Good product but cost is more.;AHV3ELGDSOWBYUQLXSPDCSHBQRHQ;B08DDRGWTJ
R2VTSDOOUTSQ5X;Original;Original cable;AEJU4L3ZM2GTILSJZZSNSF6VUOIA;B08DDRGWTJ
R3E6FZ75Q074KH;Very good quay Cable support fast charging.;I bought this cable at 129. Using this cable for Android auto in my car. Perfectly works without any glitch.;AFVD66VQMSHPDT3A6HBBBGKRXBZA;B08DDRGWTJ
R1SYBQLTPFCW20;Original MI cable for charging upto 33 watt;Original MI cable. Will charge upto 33 watts. Got it for Rs 150.  I have 67 watt charger and I want a cable for my car so I went for it. I checked the performance with battery charging app. The charging speed is exactly half of my 67 watt original cable. Go for it.;AELKHQXVSSG6NHXLFJLLNEFRQQUQ;B08DDRGWTJ
RYQT96J8HPIXE;I am veri happy with this product as it provide turbo charging.;It provided me turbo charging. I recommend for all Redmi note 10s mobile phones. As it provide turbo charging. I am veri happy with this product.;AGYSMAC6V6RFJJOHG2FIRPOZ6CSQ;B08DDRGWTJ
R1LW6NWSVTVZ2H;Works on linux for me. Get the model with antenna.;I use this to connect an old PC to internet. I tried lubuntu 20 and ubuntu 22;AGV3IEFANZCKECFGUM42MRH5FNOA;B008IFXQFU
R3VR5WFKUS15C5;Does what it say but other brands available at lesser price; it worked out of the box in both;AEBO7NWCNXKT4AESAN443HQH35FQ;B008IFXQFU
R2F6GC79OYWUKQ;Easy Handle; didn't have to do any setup. There's an extender cable so you can place this in a comfortable place. Get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router.;AE7GD3VRRYQEAHDR7FXJIR23INYA;B008IFXQFU
R3QZ19MECGWG9A;Great product;The wifi dongle is a simple plug & play device;AHPAW24BI5X2GCX5M2LHI72VSJJQ;B008IFXQFU
R2MPU42MYK7GPO;Perfect working; will start catching available networks right after you plug it into your USB port;AE2VXY4CFO36MDSIMPG43XHNF4GA;B008IFXQFU
R33DVXFB4VYPZZ;Speed is perfect; no additional installations/ softwares requires. Signal strength is good.... just wonder what would be different in other adapters of lesser known brands which are available at a much more competitive pricing;AHHQEKUNVETALN7DTRHUQ2WAWEKQ;B008IFXQFU
R1SQ7OGFR4JRUR;Great Design; hence a star less.;AFMIFTNTUD5PIHGONWOTRMMZ5EBA;B008IFXQFU
R1S5F9QI0M1VBZ; Build;Pros:*Easy to use & Portable*Can be connected to Mobile Hotspot and used in PC( Budget Friendly)*Less installation process*No heating issues & Good Coverage*Best alternative for USB Tethering (phone's battery may get damaged for long term run with Tethering)Cons:*Internet connection speed varies at times;AHOJBIZVVIIFJKRREY4B6ESVA4KA;B008IFXQFU
R11MQS7WD9C3I0;Good for fast charge but not for data transfer;The cable is efficient in fast charging but in quick data transfer. Overall fine.;AGYLPKPZHVYKKZHOTHCTYVEDAJ4A;B08CF3D7QR
R2AKH69XQY8BY4;Good cable compares to local the brand.;I like the usb c  L shape. Nylon Shielded core wire it improves the life of the cable.;AGTTU64JMX722LYCN3SOWLFPKPAQ;B08CF3D7QR
R8GBOLYUN5UP6;good but doesnt last;i think i buy these every 6 months or so. fast charging stops working after a while. probbly something to do with the cable design. the cable gets twisted over time and I suspect that breaks the high capacity wires inside. but i keep buying it because there arent too many options in an L shaped design;AFWD4ZTM7473CDWARHCDQKK73MTA;B08CF3D7QR
R1AYVO4R25KJTA;Good product;Good and durable product. Sometime the charges doesn't work on few adapters. there might be few cut off or something but works fine on apple adapter;AEXCQM3FDLX3YL3UJWWUIAIUJT4A;B08CF3D7QR
R1HT6XM787V7FV;Good Product; Car charger;AHUKYUWRUVRTB3IQGISXWTSPAWLQ;B08CF3D7QR
R339XJL1GMKHA3;Good and worth it; USB;AFWW4UEXAJH7EAB5LTMKMSGLUN2Q;B08CF3D7QR
R175VFSB2A32HG;very good material quality charging speed is 15 watt;The product is really good at affordable price.;AFM5JL37WY7G6MLQUI4WAXUJME7Q;B08CF3D7QR
R35T9LXYBSP09G;Not a fast charger;Good and fast charging;AFECO24WYFOU2KL7C3DMHTEHRU7Q;B08CF3D7QR
R1FKOKZ3HHKJBZ;It's quite good and value for money;I am using it for 14 days now. The experience is pretty good as of now. Picture quality is also not bad. Don't expect something out of the world at this price point. But you can go for it if you have a tight budget.;AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ;B07KSMBL2H
R2WNMZI1EXTA0H;Works well;Initial impressions: works as said;AFY5TVFOMVHGBPBTIJODYDQRZM5Q;B07KSMBL2H
RCA1M3W4RIXUR;Hdmi cable; glad I didn't go for cheaper options (not that it's too costly) just plug and play. Will update if it screws up;AE3O6366WGEQAANKJ76QETTUQQTQ;B07KSMBL2H
R3BKCLL6D7ZLIX;Value for money;The hdmi cable is good to watch movie;AEQIJCPWSBCDKUO5VROXXHWX3PPA;B07KSMBL2H
REVSR0ILY3547;All good;sports and its gives better quality while connecting your laptop with TV and play.I loved it;AGVIAQK2HQ47P7UVXHW2NBAEU7YQ;B07KSMBL2H
R15W5KMQB95IV5;Gets the job done;Works as expected. Length of the cable is short and it was mentioned also satisfied my requirement. If you need more length better look other options.;AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A;B07KSMBL2H
R10PB68FRUHT5V;Delivery was good;All good;AH77IQRYD54XCRMCO7XEAIAYCLPA;B07KSMBL2H
R3TLCE9JSBU3UP;This one was my need to purchase;It's the best HDMI cable at this price range. No problems yet. Just go for it !!;AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ;B07KSMBL2H
R1QETDIPRCX4S0;Works;Definitely isnt as good as the original cord but works. Fast charging and pretty sturdy;AGUAYQHARAKR2VZTRP276KAGETKQ;B085DTN6R2
RARQYQ8POOFA9;Nice Product;Worth it;AFKTST2773VUOKUHE7FCR6QCAURQ;B085DTN6R2
R952F931MCOR5;Fast Charging as original;So I had a faulty cable. I was lazy and have a lot of money so instead of calling Apple I bought this for like 300 bucks. Didnt expected much but for my surprise;AEGLHOQOWUUUQEDV6EWXTSHIUE7A;B085DTN6R2
R3LLDHV3WXED9C;Good for data transfer; this cable actually works and has fast charging. JUST GO FOR IT;AEHQYGI5L4FFALBMC5XMT5KXSZCA;B085DTN6R2
R282YHZ5A4GMY4;Average. Cost effective;Felt quite sturdy;AHJFXFGDAXEHIG2ZLUWVMZ3LWPBA;B085DTN6R2
R34W3B1C7RP98Q;Good quality; the connectors look premium and were easy to insert. I used this cable to switch all my data from iphone 7 to an m30s. Cable worked like charm while using smart switch app;AEP4CW3UI7AJ7XM7PAAKVCB6U3ZA;B085DTN6R2
R1467F9VL3DLSY;Great Product; all my data including whatsapp data was transferred successfully. Satisfied with performance.;AHIWCPCQ2Z4HWEM7V4HGTLVZQM6Q;B085DTN6R2
R3KLQRR1UM44JG;Nice;Just good;AHT4JDEYWRIQGCA2WAQJ6E2POHCQ;B085DTN6R2
R20XIOU25HEX80;Great but;Loosing charging cable of apple is costly affair. This wire was great purchase made to correct it;AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ;B09KLVMZ3B
R2X55FA2EEUEYM;Worked well for 6 six months thats it;Worked well for six months thats it;AH6VDJLLPBXKCWXMLBKMBCQ2ESGA;B09KLVMZ3B
R393Z224NBTDLN;Compatible with Apple iPad 2nd generation and charging very well.; now its stopped working;AE642RIGZIT2VPQJOLNUZ34QVWJQ;B09KLVMZ3B
R3Q4ZCHWSAQD5B;CABLE; now planning to buy one more because the price has come down to 150;AFLHNKQH5UQZU3ATISKSMRE2KEDQ;B09KLVMZ3B
R1AE3A4NSVM9SC;The product is good but the phone gets disconnected at multiple occasions.;Very good product. Compatible with  iPad 2nd generation  and charging very well. Quality of the product is very good and also works fine. Totally worth for its price.;AF2L4MCRCIDOOREQJN7QPQ4QBZCA;B09KLVMZ3B
R2U1YAAZE07I1V;Not a fast charging cable;Product is super;AGKLZ4SUHAU47KJXDVHBBEWJODUA;B09KLVMZ3B
R36NVL58WQ7D64;Good item. Value;I'm using from last 6 month. Till now it was good functioning. Now I noticed phone gets disconnected at multiple occasions. might be cable may be damaged.Overall worked well for 6 month.;AHESCOYXLCXB56F4JO45X4CZQCYA;B09KLVMZ3B
R1E7GPZ569TBIZ;Amazing product and value for money;Takes 5-6 hours to charge full.;AGGHDE6KFZHEDUDJBD5R27AYMEWA;B09KLVMZ3B
R2JPQNKCOE10UK;Good product;I like it ;AGSGSRTEZBQY64WO2HKQTV7TWFSA;B083342NKJ
RQI80JG2WZXNF;using this product 8months It is done  I have not faced any problem so far;Best charging power . I used this cable on note 8 pro mi. Using 8month also fast working.;AEYD5HVYAJ23CR6PTWOOIKUOIDHA;B083342NKJ
R2LYZ4CUWPMUJN; its build quality best;350 might be a little expensive but physically its so good. Feels premium. But power limitation is there it is not suitable for fast charging.;AFRMNW6TDHDZBP2UHF2K3MEAEYUA;B083342NKJ
R1ZBD2ZB2ZYEWX;I really liked this one.;;AHICHCW6EC3BNV2IDAEAJPBG4HZQ;B083342NKJ
R2ITEDC9KOCY3N;Very strong and support fast charging ;https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61WnvIUaIwL._SY88.jpg;AGWFKE7RNP6EVC4JFLFSL76EEVVQ;B083342NKJ
R1115HIQP3BKKJ;;Best data cable charging fast;AGEOQQHGNELZNEUKJAJUA7NTPBLA;B083342NKJ
R31OMS6DNMI7M;Nice cable;Very good quality and good durability;AFS3QBSOMCE2FAZFUYZ3NBFQDLMQ;B083342NKJ
R2DCFXQMUNO93L;Best data cable charging fast;Overall good but need some improvement...;AGJYG6ZWCWD74WNE6Y37XZ2VUSMA;B083342NKJ
R13UTIA6KOF6QV;It is the best tv if you are getting it in 10-12k;Pros- xiomi 5a is best in budget-Nice picture quality-Very nice audio output- Full of featureCONS- sometimes tv lags-Sometimes stucksIn this prize range all tv having cons like this.::Overall nice tv;AHEVOQADJSSRX7DS325HSFLMP7VQ;B0B6F7LX4C
R2UGDZSGFF01K7;Good price but the OS lags;The product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolved;AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ;B0B6F7LX4C
RHHIZ45VYU5X6;GARBAGE QUALITY;Useless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.;AE2THTCCQLBIUSWPF4CPXC6GGP7Q;B0B6F7LX4C
R14N9HBE5EIUY0;Good product.;Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.;AHUJZOV34DFEN55QQ5XOYKVKHV6Q;B0B6F7LX4C
R2WMW096T9Y0OU;Good quality;https://m.media-amazon.com/images/I/61spXDbojZL._SY88.jpg;AELX4DI77ZHURZTDLYFU7XMP7R6Q;B0B6F7LX4C
R1SHIIE6M72825;Great experience everything is fantastic ;Greater then ever;AE2ODWBBOBD2SITDDIEJ644OSRFQ;B0B6F7LX4C
R22P6BE9DBME4F;Super picture quality and sound quality;Good quality;AFLW4WXYQ3G6HU5LBQORDDZO3FOQ;B0B6F7LX4C
R2TEINENXTIHT2;Awesome;Good ;AGGRC2P6M43GDEWCAHGYAILCSKTQ;B0B6F7LX4C
R2BP8Y5OJXKJLF;Good for charging and Data transfer;Check for offera before buying;AFB5KJR4Q5FICAHBOPDPUTB3O7QQ;B08WRBG3XW
R218813TNRHNSY;;18w charging cable;AHW3QBHDOUMXODZ4EAMHD5JMDIDQ;B08WRBG3XW
R3VIKEVJ5DBF5G;Good Quality but less Power Delivery;;AGXRGH7DLS3RVFS5KWU4PGR3H3GQ;B08WRBG3XW
R2PQNCTR8TQCT4;Fantastic!;Awesome cable!Charging;AFLIHOX2HH7S2OJAD63UAHKMY34Q;B08WRBG3XW
R3FI11UEJC9ZOJ;Good; data transfer and durability is simply awesome;AEHBE4U3HD6G2TMSHKE7TNZYOWCA;B08WRBG3XW
R3ULCCZZHBNLA4;Not useful; and there is not a single disconnection issue;AFHKIURZM4R62UEXTOCZLI2FPQ6A;B08WRBG3XW
RELIQ4H7CYX2Q;Doesn't fit properly; which I always faced in original mi cable from box. Bought 1 more time as last cable damaged when phone fell on usb cable port as my phone is heavy and I never faced any issues so i bought one more time and didn't went for replacement as its waste of time and energy;AEW6K4E5A4RUWRFFUDINQE5WWBSQ;B08WRBG3XW
R3ALQNTJN4ER9N;Can't support Oppo mobile for fast charging; i also have boat earphones that is also awesome..;AG4LMDCRAAKD4U2FZ6B6N75KTHXA;B08WRBG3XW
R2PNR69G0BQG2F;Sound quality;LG was always Good ;AHBNKB74LGTYUOKPAJBSKNFV45CA;B08DPLCM6T
R31A0WWDEYMKEW;Very nice; correct delivery;AFIECTV45ADX5YPTE2VU6ORRHTGQ;B08DPLCM6T
R2C4XEWFLVU7JV;Value for money; good service but sound quality was poor. The speakers were fitted below the tv. No clear sound. That was the only problem.;AFDUJI7KG7VMZF4JGJHV4DBCA4OA;B08DPLCM6T
RYWES5AT5FQO6;Good;Good videoGood vice;AEUWKSX5ZL7DWOOYVDOWJKBHOVXA;B08DPLCM6T
R1PGWAY5TEWLT4;Good for its price.;Picture quality is awesome.;AHEJW5MYVFOQBEXD6BIUBB3PJBPQ;B08DPLCM6T
R32542OPR0QC4I;Good item;Good at that price;AEM2Y22BKLFYL5BK7SC56Q75ODOQ;B08DPLCM6T
R2JDJEVZ2G7EEK;Budget friendly;Okay product;AHWDVB4OO4S3YS5RYQZIDBNV6BUQ;B08DPLCM6T
R36EHHPAQNSSOF;Good; the OS has lags after about a year of use. This is the best you can get for the price tag it comes with.;AFCEDQXVCB4LUUBWXRJS6KRU62FQ;B08DPLCM6T
R12D1BZF9MU8TN;Good cable for car;;AFNYIBWKJLJQKY4BGK77ZOTVMORA;B09C6HXFC1
R32MNCWO5LGFCG;Good substitute for orginal;;AFCTNNMP2LZLY5466YJ5AY3JE5ZA;B09C6HXFC1
RZU3UK8OZKD6X;Better Value for money Product;;AG3XBWOAL65DJSBHJ7LQ2K54HJKQ;B09C6HXFC1
R3BSTKR3JUW6GY;Way better than the original;;AF2ZFMLJS4UBCGZO4FMJTEPP6MHA;B09C6HXFC1
R1ARVYPXS4XPB7;Absolutely amazing.;;AFBZMRHC4GXUU7KNAK4OBKORDF6Q;B09C6HXFC1
R1V6GDYE2IBX8O;Namm hi kafi hai;;AHSIQL276K7X2UP72QOOOWNVRSXA;B09C6HXFC1
R28EG2PXZTJL90;Very good;;AF3D6X5NQWOBOEVVH2Y37N55AKZQ;B09C6HXFC1
R2SQNU7OIOOLHT;As the names say Durable cell it a durable cable ;;AFWOTSQXCQJLZ653Y7ACEZADKGYQ;B09C6HXFC1
R1SN0D4DFBKAZI;Good;Overall good.;AHEVO4Q5NM4YXMG2HDDXC5XMBGRQ;B09F6S8BT6
R1SX5L77L2CD6V;Sound is very low another brand comparing in better;TV picture ok smart betterSound very low another brand;AFZPH7ZAWX5VDY3HOBNYRDGIDBVA;B09F6S8BT6
R1NAZ6M4QBUJMK;Service provider not meet my home refuse;Service provider refuse install my TV;AFURD6VVHRG4HZ36KXGXYUTVUDLA;B09F6S8BT6
R25I5FXOJA76KS; tv i am not using bad service; bad service and samsung;AHJF5BZJNDLXJXSW74ZPLHGO7GUA;B09F6S8BT6
R32V7DQLDSKJ99;Good product; I am calling 3 times service provider. Not meet my home address.why ? Bad bad;AFUS52CHEA75E2YGQ6SYGP3PKBGA;B09F6S8BT6
R8QWY8HXI120P;Ok super;They product did not come with the support stand or wall hanging hook to install the Tv;AGS3YC22FW2PCSH3I7ODDXETZ6BA;B09F6S8BT6
R2OZPGGMUCLSC1;Floor stand does not come with it ...;Picture quality is very poor in cables;AGGI2H2AGOIX6IBDJRWULYUP5DPQ;B09F6S8BT6
R1G4SA1P865EIS;Good;Floor stand does not come with it ... You have to buy it seperately. Request Amazon to cleary mention it in the add . You will have to pay seperate charges for the installation guy to buy the floor mount .;AG4TU4LCQXF2XTLMMGMFTNWL3OOA;B09F6S8BT6
R3F4T5TRYPTMIG;Worked on iPhone 7 and didnt work on XR;Worked on iPhone 7 and didnt work on iPhone XR;AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA;B09NHVCHS9
R3DQIEC603E7AY;Good one;https://m.media-amazon.com/images/I/71qFFAlV9ZL._SY88.jpg;AE55KTFVNXYFD5FPYWP2OUPEYNPQ;B09NHVCHS9
R1O4Z15FD40PV5;Dull Physical Looks;Look-wise;AEBWA5I4QFCA3P3OBEPMELBGN4GQ;B09NHVCHS9
RDVX50PD4CTFE;Just Buy it; I didnt like it. Still;AHMGAC6QM62UXNEOCZIHLHSXPP2Q;B09NHVCHS9
R3H6WKG0TA5CGU;Go for it; I use it for my work.;AFHROSCGIXUPV3FYQ7H5QOD46Q7Q;B09NHVCHS9
R3Q3L1KP5QWPV3;About the product;Product is quite good and is fast charging.Loved it.;AEAMIR3CMSA32IDEINSJKHRNANTA;B09NHVCHS9
RU0LU2PAIIME;Get charging cable at the price;I like it . Looks last long.;AF355FTXYAKFH5NYPRTE7SL3WO3Q;B09NHVCHS9
R20FTANBPFA653;Working well.;The sturdiness will depend on the manner of its use. But its speed of charging is great. Very good product for the average income group.;AG5DWPD54QGSLWJ6QUFERLPNAX4Q;B09NHVCHS9
R1EBS3566VCSCG;Wonderful TV and Awful installation service from amazon;About the TV - Wonderful---------------------------------------------------------------Probably the best TV in this price range (INR13000).Good - Google interface;AFSMISGEYDYIP3Z42UTQU4AKOYZQ;B0B1YVCJ2Y
R24MB66WRPSN2A;Acer Television Review; loaded with features;AF5ILQY4KFDTO5XHHBJ42W5DXCZQ;B0B1YVCJ2Y
R25UU2M1B9BO5X;It's a good product for that price.; lightweight;AFBK3X6D3AHEHSYYXPL4L6JEMSLQ;B0B1YVCJ2Y
R1NXW7PGVND2LE;Good for the price; 55 watt power consumption;AFNB6YVNGE6IT3AWQVSIG2TJ5L3Q;B0B1YVCJ2Y
R3OSBPH7X9AQUK;Almost a complete package; stable designAverage - Sound and Picture quality is quite good but if you compare it with premium brands then obviously not that good.Features- Most of the streaming apps available and compatible- You can connect with WiFi;AGGKMIGXUM3JRNVY7HZ3JHPJ7WTQ;B0B1YVCJ2Y
R2I8RVEPDM0IMQ;Nice Product; LAN Cable;AFMECPERM2GI2XQJSBWEPZKODISQ;B0B1YVCJ2Y
R5RES2LABIW7Q;Good product; HDMI;AETPKXNOTUEX5GH7WL7XQHDR5M7Q;B0B1YVCJ2Y
R3A3IRV8ZWP1U9;Super designed; Set top box;AERFCJ6BOMVO5YW5XM5Z2ESOIK3A;B0B1YVCJ2Y
